desper,desper
despit,despit
destin,destin
destini,destini
destroy,destroy
devast,devast
devil,devil
devot,devot
dew,dew
di,di
dial,dial
diamond,diamond
dice,dice
dich,dich
dick,dick
did,did
die,die
dies,dies
differ,differ
dig,dig
digit,digit
dim,dim
dime,dime
ding,ding
dinner,dinner
dip,dip
direct,direct
dirt,dirt
dirti,dirti
disagre,disagre
disappear,disappear
disappoint,disappoint
discov,discov
diseas,diseas
disguis,disguis
dish,dish
display,display
dissolv,dissolv
distanc,distanc
distant,distant
disturb,disturb
divid,divid
divin,divin
dj,dj
do,do
doctor,doctor
doe,doe
dog,dog
doin,doin
doll,doll
dollar,dollar
dom,dom
don,don
done,done
dong,dong
dont,dont
don´t,don´t
don’t,don’t
doo,doo
door,door
dope,dope
dos,dos
dot,dot
doubl,doubl
doubt,doubt
dough,dough
dove,dove
down,down
downtown,downtown
dr,dr
drag,drag
drain,drain
drama,drama
drank,drank
draw,draw
drawn,drawn
dread,dread
dream,dream
dreamer,dreamer
dreamin,dreamin
dress,dress
drew,drew
dri,dri
drift,drift
drink,drink
drinkin,drinkin
drive,drive
driven,driven
driver,driver
drivin,drivin
drop,drop
drove,drove
drown,drown
drug,drug
drum,drum
drunk,drunk
du,du
dub,dub
duck,duck
dude,dude
due,due
dull,dull
dumb,dumb
dun,dun
dusk,dusk
dust,dust
dusti,dusti
dynamit,dynamit
día,día
e,e
each,each
ear,ear
earli,earli
earn,earn
earth,earth
eas,eas
easi,easi
easier,easier
east,east
eat,eat
echo,echo
ecstasi,ecstasi
edg,edg
educ,educ
effect,effect
effort,effort
egg,egg
ego,ego
eh,eh
eight,eight
ein,ein
either,either
el,el
elev,elev
ella,ella
els,els
elvi,elvi
em,em
embrac,embrac
emot,emot
empti,empti
en,en
encontrar,encontrar
end,end
endless,endless
enemi,enemi
energi,energi
engin,engin
enjoy,enjoy
enough,enough
envi,envi
equal,equal
er,er
eras,eras
ere,ere
es,es
escap,escap
eso,eso
especi,especi
espera,espera
essenc,essenc
est,est
estamo,estamo
estoy,estoy
está,está
eve,eve
even,even
eventu,eventu
ever,ever
everi,everi
everybodi,everybodi
everyday,everyday
everyon,everyon
everyth,everyth
everytim,everytim
everywher,everywher
evid,evid
exact,exact
except,except
excit,excit
excus,excus
expect,expect
explain,explain
explod,explod
expos,expos
express,express
extra,extra
extrem,extrem
eye,eye
f,f
fa,fa
face,face
fact,fact
fade,fade
fai,fai
fail,fail
failur,failur
fair,fair
fairi,fairi
faith,faith
fake,fake
fall,fall
fallen,fallen
fallin,fallin
fals,fals
fame,fame
famili,famili
familiar,familiar
famous,famous
fan,fan
fantasi,fantasi
far,far
fare,fare
farm,farm
fascin,fascin
fashion,fashion
fast,fast
faster,faster
fat,fat
fate,fate
father,father
fault,fault
favorit,favorit
fear,fear
fearless,fearless
feast,feast
feat,feat
feather,feather
fed,fed
feel,feel
feelin,feelin
feet,feet
fell,fell
fella,fella
fellow,fellow
felt,felt
fenc,fenc
few,few
fi,fi
fiddl,fiddl
field,field
fifteen,fifteen
fifti,fifti
fight,fight
fighter,fighter
figur,figur
file,file
fill,fill
fin,fin
final,final
find,find
fine,fine
finest,finest
finger,finger
fingertip,fingertip
finish,finish
fire,fire
first,first
fish,fish
fist,fist
fit,fit
five,five
fix,fix
flag,flag
flame,flame
flash,flash
flat,flat
flavor,flavor
flesh,flesh
flew,flew
fli,fli
flight,flight
flip,flip
flirt,flirt
float,float
flock,flock
flood,flood
floor,floor
flow,flow
flower,flower
flyin,flyin
fo,fo
focus,focus
fog,fog
fold,fold
folk,folk
follow,follow
food,food
fool,fool
foolish,foolish
foot,foot
for,for
fore,fore
foreign,foreign
forev,forev
forget,forget
forgiv,forgiv
forgot,forgot
forgotten,forgotten
form,form
forma,forma
forth,forth
forti,forti
fortun,fortun
forward,forward
fought,fought
found,found
foundat,foundat
four,four
fragil,fragil
frame,frame
franc,franc
freak,freak
free,free
freedom,freedom
freeway,freeway
frei,frei
french,french
fresh,fresh
fri,fri
friday,friday
friend,friend
frighten,frighten
from,from
front,front
frown,frown
frozen,frozen
fruit,fruit
frustrat,frustrat
fuck,fuck
fuckin,fuckin
fue,fue
fuego,fuego
fulfil,fulfil
full,full
fun,fun
funni,funni
further,further
fuse,fuse
fuss,fuss
futur,futur
für,für
g,g
gain,gain
gal,gal
game,game
gang,gang
gangsta,gangsta
garden,garden
gas,gas
gate,gate
gather,gather
gave,gave
gay,gay
gaze,gaze
gear,gear
gee,gee
generat,generat
gentl,gentl
gentlemen,gentlemen
georg,georg
georgia,georgia
gesicht,gesicht
get,get
gettin,gettin
ghetto,ghetto
ghost,ghost
gi,gi
gibt,gibt
gift,gift
gimm,gimm
gin,gin
girl,girl
girlfriend,girlfriend
give,give
given,given
givin,givin
glad,glad
glanc,glanc
glass,glass
gleam,gleam
glimps,glimps
glisten,glisten
glori,glori
glove,glove
glow,glow
glue,glue
glück,glück
go,go
goal,goal
god,god
goddamn,goddamn
goe,goe
goin,goin
gold,gold
golden,golden
gon,gon
gone,gone
gonna,gonna
good,good
goodby,goodby
got,got
gotta,gotta
govern,govern
gown,gown
grab,grab
grace,grace
gracia,gracia
grade,grade
grain,grain
gran,gran
grand,grand
grant,grant
grass,grass
grave,grave
graveyard,graveyard
graviti,graviti
gray,gray
great,great
greater,greater
greatest,greatest
green,green
greet,greet
grew,grew
grey,grey
griev,griev
grin,grin
grind,grind
grip,grip
ground,ground
group,group
grow,grow
grown,grown
guarante,guarante
guard,guard
guess,guess
guid,guid
guilt,guilt
guitar,guitar
gun,gun
gut,gut
gutter,gutter
guy,guy
gypsi,gypsi
h,h
ha,ha
hab,hab
habit,habit
habla,habla
hacer,hacer
had,had
hah,hah
hail,hail
hair,hair
half,half
halfway,halfway
hall,hall
hallelujah,hallelujah
halo,halo
hammer,hammer
hand,hand
handl,handl
handsom,handsom
hang,hang
hangin,hangin
happen,happen
happi,happi
har,har
hard,hard
hardcor,hardcor
harder,harder
hardest,hardest
harm,harm
harmoni,harmoni
harvest,harvest
has,has
hasta,hasta
hat,hat
hate,hate
hater,hater
haunt,haunt
haut,haut
have,have
havin,havin
hay,hay
haze,haze
he,he
head,head
heal,heal
health,health
hear,hear
heard,heard
heart,heart
heartbeat,heartbeat
heartbreak,heartbreak
heat,heat
heaven,heaven
heavi,heavi
heed,heed
heel,heel
height,height
held,held
hell,hell
hello,hello
help,help
her,her
here,here
hero,hero
herself,herself
hesit,hesit
heut,heut
hey,hey
hi,hi
hid,hid
hide,hide
hier,hier
high,high
higher,higher
highest,highest
highway,highway
hill,hill
him,him
himself,himself
hip,hip
hiphop,hiphop
his,his
histori,histori
hit,hit
hizo,hizo
hmm,hmm
hoe,hoe
hold,hold
holdin,holdin
hole,hole
holi,holi
holiday,holiday
holla,holla
holler,holler
hollywood,hollywood
home,home
homi,homi
honest,honest
honey,honey
honki,honki
honor,honor
hoo,hoo
hood,hood
hook,hook
hop,hop
hope,hope
hopeless,hopeless
hopin,hopin
horizon,horizon
horn,horn
hors,hors
host,host
hot,hot
hotel,hotel
hound,hound
hour,hour
hous,hous
how,how
howl,howl
hoy,hoy
hug,hug
huh,huh
hum,hum
human,human
humbl,humbl
hundr,hundr
hung,hung
hunger,hunger
hungri,hungri
hunt,hunt
hurri,hurri
hurrican,hurrican
hurt,hurt
hush,hush
hustl,hustl
hypnot,hypnot
i,i
ice,ice
ich,ich
ici,ici
id,id
idea,idea
ident,ident
idiot,idiot
idl,idl
idol,idol
if,if
ignor,ignor
ii,ii
ill,ill
im,im
ima,ima
imag,imag
imagin,imagin
imma,imma
immer,immer
import,import
impress,impress
in,in
inch,inch
independ,independ
indian,indian
inform,inform
inn,inn
inna,inna
innoc,innoc
insan,insan
insect,insect
insid,insid
inspir,inspir
instant,instant
instead,instead
instrument,instrument
interest,interest
intern,intern
into,into
intox,intox
intro,intro
invit,invit
is,is
island,island
issu,issu
ist,ist
it,it
itch,itch
itself,itself
it’,it’
i´m,i´m
iâ,iâ
i’ll,i’ll
i’m,i’m
j,j
ja,ja
jack,jack
jacket,jacket
jackson,jackson
jade,jade
jag,jag
jail,jail
jamai,jamai
jamaica,jamaica
jame,jame
jane,jane
jar,jar
jaw,jaw
jazz,jazz
je,je
jealous,jealous
jealousi,jealousi
jean,jean
jede,jede
jerk,jerk
jesus,jesus
jet,jet
jewel,jewel
jimmi,jimmi
jingl,jingl
jo,jo
job,job
joe,joe
john,john
join,join
joint,joint
joke,joke
joli,joli
jone,jone
joy,joy
judg,judg
judgment,judgment
jugar,jugar
juic,juic
jukebox,jukebox
juli,juli
jump,jump
jumpin,jumpin
june,june
jungl,jungl
junk,junk
junki,junki
junto,junto
just,just
k,k
kan,kan
kann,kann
kannst,kannst
keep,keep
keepin,keepin
kept,kept
key,key
kick,kick
kickin,kickin
kid,kid
kill,kill
killer,killer
killin,killin
kind,kind
kinda,kinda
king,king
kiss,kiss
kissin,kissin
kitchen,kitchen
knee,knee
knew,knew
knife,knife
knock,knock
knockin,knockin
knot,knot
know,know
knowin,knowin
knowledg,knowledg
known,known
komm,komm
l,l
la,la
label,label
lack,lack
ladder,ladder
ladi,ladi
lado,lado
laid,laid
lake,lake
lala,lala
lalala,lalala
lame,lame
land,land
lane,lane
languag,languag
lap,lap
las,las
last,last
late,late
later,later
latest,latest
laugh,laugh
laughter,laughter
law,law
lawn,lawn
lay,lay
layin,layin
lazi,lazi
lead,lead
leader,leader
leaf,leaf
leak,leak
lean,lean
leap,leap
learn,learn
least,least
leather,leather
leav,leav
leavin,leavin
leben,leben
led,led
lee,lee
leer,leer
left,left
leg,leg
legal,legal
les,les
less,less
lesson,lesson
let,let
letra,letra
letter,letter
level,level
liar,liar
licht,licht
lick,lick
lie,lie
life,life
lifetim,lifetim
lift,lift
light,light
lightn,lightn
like,like
lil,lil
limit,limit
line,line
linger,linger
lion,lion
lip,lip
lipstick,lipstick
liquor,liquor
list,list
listen,listen
lit,lit
littl,littl
live,live
livin,livin
ll,ll
lo,lo
load,load
local,local
lock,lock
london,london
lone,lone
loneli,loneli
lonesom,lonesom
long,long
longer,longer
look,look
lookin,lookin
loos,loos
lord,lord
los,los
lose,lose
losin,losin
loss,loss
lost,lost
lot,lot
lotta,lotta
loud,loud
louder,louder
love,love
lover,lover
lovin,lovin
low,low
lower,lower
luck,luck
lucki,lucki
lui,lui
lullabi,lullabi
lunch,lunch
lung,lung
lust,lust
luz,luz
lyin,lyin
lyric,lyric
m,m
ma,ma
machin,machin
mad,mad
made,made
madrugada,madrugada
magazin,magazin
magic,magic
maid,maid
mail,mail
main,main
major,major
make,make
maker,maker
makeup,makeup
makin,makin
mal,mal
mall,mall
mama,mama
mami,mami
mamma,mamma
man,man
manag,manag
manera,manera
mani,mani
map,map
march,march
mari,mari
mark,mark
market,market
marri,marri
match,match
materi,materi
matter,matter
may,may
mayb,mayb
maze,maze
me,me
meadow,meadow
meal,meal
mean,mean
meant,meant
measur,measur
medic,medic
medicin,medicin
meet,meet
mehr,mehr
mein,mein
mek,mek
melodi,melodi
melt,melt
memori,memori
memphi,memphi
men,men
mend,mend
mental,mental
mention,mention
merci,merci
merri,merri
mess,mess
messag,messag
messin,messin
met,met
mexico,mexico
mi,mi
mia,mia
mic,mic
mich,mich
michael,michael
microphon,microphon
middl,middl
midnight,midnight
might,might
mighti,mighti
mike,mike
mile,mile
milk,milk
million,million
mind,mind
mine,mine
minut,minut
mir,mir
miracl,miracl
mirror,mirror
miseri,miseri
miss,miss
missin,missin
mission,mission
mississippi,mississippi
mistak,mistak
mistaken,mistaken
mister,mister
misti,misti
misunderstood,misunderstood
mit,mit
mix,mix
mm,mm
mmm,mmm
mmmm,mmmm
mo,mo
moan,moan
model,model
mom,mom
moment,moment
momma,momma
mommi,mommi
monday,monday
money,money
monkey,monkey
monster,monster
mont,mont
month,month
mood,mood
moon,moon
moonlight,moonlight
more,more
morn,morn
mornin,mornin
most,most
mother,mother
motherfuck,motherfuck
motherfuckin,motherfuckin
motor,motor
mountain,mountain
mourn,mourn
mouth,mouth
move,move
movi,movi
movin,movin
mr,mr
much,much
mucho,mucho
mud,mud
murder,murder
muscl,muscl
music,music
must,must
my,my
myself,myself
mysteri,mysteri
más,más
n,n
na,na
nacht,nacht
nada,nada
nah,nah
nail,nail
nake,nake
name,name
nasti,nasti
nation,nation
naughti,naughti
near,near
neck,neck
need,need
negro,negro
neighbor,neighbor
neighborhood,neighborhood
neither,neither
nena,nena
neon,neon
nerv,nerv
nervous,nervous
never,never
new,new
news,news
next,next
ni,ni
nice,nice
nicht,nicht
nie,nie
nigga,nigga
niggaz,niggaz
night,night
nightmar,nightmar
nine,nine
no,no
nobodi,nobodi
noch,noch
nois,nois
none,none
noon,noon
normal,normal
north,north
nos,nos
nose,nose
not,not
note,note
noth,noth
nothin,nothin
notic,notic
notion,notion
now,now
nowher,nowher
nuestro,nuestro
nuevo,nuevo
nuh,nuh
num,num
number,number
nunca,nunca
nur,nur
o,o
obscen,obscen
obsess,obsess
obvious,obvious
ocean,ocean
oclock,oclock
odd,odd
of,of
off,off
offer,offer
offic,offic
often,often
oh,oh
ohh,ohh
ohhh,ohhh
ohhhh,ohhhh
ohoh,ohoh
oil,oil
ojo,ojo
ok,ok
okay,okay
ol,ol
old,old
older,older
on,on
onc,onc
one,one
onli,onli
onto,onto
ooh,ooh
ooo,ooo
oooh,oooh
oooo,oooo
ooooh,ooooh
open,open
opinion,opinion
opportun,opportun
or,or
ordinari,ordinari
other,other
ought,ought
oughta,oughta
our,our
ourselv,ourselv
out,out
outro,outro
outsid,outsid
outta,outta
over,over
overcom,overcom
ow,ow
own,own
p,p
pa,pa
pace,pace
pack,pack
page,page
paid,paid
pain,pain
paint,paint
pair,pair
pal,pal
palabra,palabra
palac,palac
pale,pale
pan,pan
panic,panic
pant,pant
papa,papa
paper,paper
para,para
parad,parad
paradis,paradis
paralyz,paralyz
pardon,pardon
pari,pari
park,park
part,part
parti,parti
partner,partner
pas,pas
pasa,pasa
pass,pass
passion,passion
past,past
path,path
patient,patient
pattern,pattern
paul,paul
pave,pave
pay,pay
peac,peac
peak,peak
pearl,pearl
pen,pen
penni,penni
peopl,peopl
perdido,perdido
perfect,perfect
perform,perform
perfum,perfum
perhap,perhap
pero,pero
person,person
pet,pet
peter,peter
phantom,phantom
phone,phone
photo,photo
photograph,photograph
physic,physic
piano,piano
pick,pick
pictur,pictur
pie,pie
piec,piec
pierc,pierc
pig,pig
pile,pile
pill,pill
pillow,pillow
pimp,pimp
pin,pin
pine,pine
pink,pink
pipe,pipe
pistol,pistol
pit,pit
pitch,pitch
place,place
plain,plain
plan,plan
plane,plane
planet,planet
plant,plant
plastic,plastic
plate,plate
play,play
playa,playa
player,player
playin,playin
plea,plea
plead,plead
pleas,pleas
pleasur,pleasur
plein,plein
plenti,plenti
plug,plug
plus,plus
po,po
pocket,pocket
poet,poet
poetri,poetri
point,point
poison,poison
pole,pole
polic,polic
polit,polit
pollut,pollut
pon,pon
pool,pool
poor,poor
pop,pop
por,por
porch,porch
porqu,porqu
pose,pose
posit,posit
possess,possess
possibl,possibl
post,post
pound,pound
pour,pour
power,power
pray,pray
prayer,prayer
preacher,preacher
precious,precious
prefer,prefer
prepar,prepar
presenc,presenc
present,present
presid,presid
press,press
pressur,pressur
pretend,pretend
pretti,pretti
price,price
pride,pride
princ,princ
princess,princess
print,print
prison,prison
pro,pro
probabl,probabl
problem,problem
produc,produc
product,product
project,project
promis,promis
proud,proud
prove,prove
psycho,psycho
pued,pued
pull,pull
pump,pump
punch,punch
punish,punish
punk,punk
pure,pure
purpl,purpl
push,push
pushin,pushin
pussi,pussi
put,put
puttin,puttin
q,q
quarter,quarter
que,que
queen,queen
quest,quest
question,question
quick,quick
quier,quier
quiet,quiet
quit,quit
qué,qué
r,r
race,race
radio,radio
rag,rag
rage,rage
railroad,railroad
rain,rain
rainbow,rainbow
raindrop,raindrop
raini,raini
rais,rais
ran,ran
rang,rang
rap,rap
rapper,rapper
rare,rare
rat,rat
rather,rather
rattl,rattl
ray,ray
razor,razor
re,re
reach,reach
reaction,reaction
read,read
readi,readi
real,real
realiti,realiti
realiz,realiz
realli,realli
reason,reason
rebel,rebel
receiv,receiv
reckless,reckless
recogn,recogn
record,record
red,red
reel,reel
reflect,reflect
refrain,refrain
refus,refus
regard,regard
regret,regret
reign,reign
rein,rein
rejoic,rejoic
relax,relax
releas,releas
reli,reli
relief,relief
remain,remain
remedi,remedi
rememb,rememb
remind,remind
remors,remors
remov,remov
rent,rent
repeat,repeat
replac,replac
repli,repli
repres,repres
reput,reput
request,request
rescu,rescu
resist,resist
respect,respect
respons,respons
rest,rest
return,return
reveal,reveal
reveng,reveng
revers,revers
revolut,revolut
revolv,revolv
rewind,rewind
rhyme,rhyme
rhythm,rhythm
ribbon,ribbon
rich,rich
rid,rid
ride,ride
rider,rider
ridin,ridin
right,right
ring,ring
rio,rio
riot,riot
rip,rip
rise,rise
risk,risk
river,river
road,road
roam,roam
rob,rob
rock,rock
rocket,rocket
rocki,rocki
rockin,rockin
rode,rode
roll,roll
roller,roller
rollin,rollin
roof,roof
room,room
rope,rope
rose,rose
rot,rot
rough,rough
round,round
rout,rout
routin,routin
row,row
rub,rub
rubber,rubber
rubi,rubi
rude,rude
rug,rug
ruin,ruin
rule,rule
rumbl,rumbl
rumor,rumor
run,run
runaway,runaway
runnin,runnin
rush,rush
rust,rust
s,s
sacrific,sacrific
sad,sad
safe,safe
safeti,safeti
said,said
sail,sail
sailor,sailor
saint,saint
sake,sake
sale,sale
sam,sam
same,same
san,san
sand,sand
sane,sane
sang,sang
saniti,saniti
santa,santa
sat,sat
satellit,satellit
satisfact,satisfact
satisfi,satisfi
saturday,saturday
save,save
savior,savior
saw,saw
say,say
sayin,sayin
scale,scale
scar,scar
scare,scare
scari,scari
scene,scene
scheme,scheme
school,school
score,score
scratch,scratch
scream,scream
screamin,screamin
screen,screen
screw,screw
se,se
sea,sea
seam,seam
search,search
searchin,searchin
season,season
seat,seat
second,second
secret,secret
secur,secur
see,see
seed,seed
seein,seein
seek,seek
seem,seem
seen,seen
sehen,sehen
sein,sein
self,self
selfish,selfish
sell,sell
sen,sen
send,send
sens,sens
sensat,sensat
sent,sent
sentenc,sentenc
sentir,sentir
separ,separ
septemb,septemb
ser,ser
serious,serious
serv,serv
servic,servic
set,set
settl,settl
seven,seven
seventeen,seventeen
seventh,seventh
sew,sew
sex,sex
sexi,sexi
shade,shade
shadow,shadow
shake,shake
shakin,shakin
shall,shall
shame,shame
share,share
shatter,shatter
she,she
shed,shed
sheet,sheet
shelf,shelf
shell,shell
shelter,shelter
shes,shes
shi,shi
shift,shift
shine,shine
shini,shini
shinin,shinin
ship,ship
shirt,shirt
shit,shit
shoe,shoe
shook,shook
shoot,shoot
shop,shop
shore,shore
short,short
shorti,shorti
shot,shot
shotgun,shotgun
should,should
shoulda,shoulda
shoulder,shoulder
shout,shout
show,show
shower,shower
shut,shut
si,si
sich,sich
sick,sick
side,side
sigh,sigh
sight,sight
sign,sign
signal,signal
silenc,silenc
silent,silent
silli,silli
silver,silver
simpl,simpl
simpli,simpli
sin,sin
sinc,sinc
sing,sing
singer,singer
singin,singin
singl,singl
sink,sink
sinner,sinner
sip,sip
sir,sir
siren,siren
sister,sister
sit,sit
sittin,sittin
situat,situat
six,six
size,size
skin,skin
skinni,skinni
skip,skip
skirt,skirt
skull,skull
sky,sky
slam,slam
slap,slap
slave,slave
sleep,sleep
sleepless,sleepless
sleigh,sleigh
slept,slept
slick,slick
slide,slide
slip,slip
slippin,slippin
slow,slow
slowli,slowli
slumber,slumber
slut,slut
smack,smack
small,small
smart,smart
smash,smash
smell,smell
smile,smile
smoke,smoke
smokin,smokin
smooth,smooth
snake,snake
snap,snap
sneak,sneak
snow,snow
so,so
soak,soak
soar,soar
sober,sober
